,changed,Unique.ID,Continent,Species.Distribution,Status,cal.last.occurrence,X14C.last.occurrence,X14C.error,Order,FAMILY,Genus,Species,X,binomial.x,LogMass,Combined.Mass..g.,Comments,Reference,IUCN.status,comment,comment.1,Home.Range.Size,units.for.home.range.sizse,reference.for.home.range,binomial.y,trophic,ref.for.trophic,habitat.mode
3120,Genus and species name match. Likely taxonomy is SORICOMORPHA Soricidae Crocidura hispida,Insular_extant_Middle Andaman Isl_Crocidura hispida,Insular,Middle Andaman Isl,extant,,NA,NA,Insectivora,Soricidae,Crocidura,hispida,,Crocidura hispida,-999,-999,habitat loss_ restricted range,-999,EN,,,,NA,NA,Crocidura hispida,,,
3121,Unchanged taxonomy.,Insular_extant_Mindanao (Philippines)_Alionycteris paucidentata,Insular,Mindanao (Philippines),extant,,NA,NA,Chiroptera,Pteropodidae,Alionycteris,paucidentata,,Alionycteris paucidentata,1.208,16.153,,153,,,,,NA,NA,Alionycteris paucidentata,,,
3122,Unchanged taxonomy.,Insular_extant_Mindanao (Philippines)_Rhinolophus inops,Insular,Mindanao (Philippines),extant,,NA,NA,Chiroptera,Rhinolophidae,Rhinolophus,inops,,Rhinolophus inops,1.13,13.5,,153,,,,,NA,NA,Rhinolophus inops,,,
3123,"Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Tamiasciurus mearnsi, RODENTIA Nesomyidae Saccostomus mearnsi",Insular_extant_Mindanao and Bailan Isl (Philippines)_Pteropus mearnsi,Insular,Mindanao and Bailan Isl (Philippines),extant,,NA,NA,Chiroptera,Pteropodidae,Pteropus,mearnsi,,Pteropus mearnsi,-999,-999,,-999,,,,,NA,NA,Pteropus mearnsi,,,
3124,"Genus level change. Taxonomy possibilities are: DIPROTODONTIA Macropodidae Lagorchestes hirsutus, RODENTIA Cricetidae Reithrodontomys hirsutus, RODENTIA Cricetidae Sigmodon hirsutus, CHIROPTERA Phyllostomidae Artibeus hirsutus",Insular_extant_Mindoro (philippines)_Coelops hirsutus,Insular,Mindoro (philippines),extant,,NA,NA,Chiroptera,Rhinolophidae,Coelops,hirsutus,,Coelops hirsutus,-999,-999,,-999,,,,,NA,NA,Coelops hirsutus,,,
3125,Unchanged taxonomy.,Insular_extant_Mindoro_ Luzon_ Mindanao and negros (Philippines)_ Kei Isls_ sulawesi and Timor (Indonesia)_ Borneo new Guinea_ NE Queensland (Australia)_Rhinolophus philippinensis,Insular,Mindoro_ Luzon_ Mindanao and negros (Philippines)_ Kei Isls_ sulawesi and Timor (Indonesia)_ Borneo new Guinea_ NE Queensland (Australia),extant,,NA,NA,Chiroptera,Rhinolophidae,Rhinolophus,philippinensis,,Rhinolophus philippinensis,1,10,,257,,,,,NA,NA,Rhinolophus philippinensis,,,
3126,Unchanged taxonomy.,Insular_extant_Misool_ Salawati_ Japen_Dorcopsis muelleri,Insular,Misool_ Salawati_ Japen,extant,,NA,NA,Diprotodontia,Macropodidae,Dorcopsis,muelleri,,Dorcopsis muelleri,3.778,6000,,110,secure,,,,NA,NA,Dorcopsis muelleri,,,
3127,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Aselliscus tricuspidatus,Insular_extant_Molucca Isls_ New Guinea_ Bismarck Arch_ solomon Isls (including santa Cruz Isls)_ Vanuatu (=New Hebrides)_ adjacent small islands_Aselliscus tricuspidatus,Insular,Molucca Isls_ New Guinea_ Bismarck Arch_ solomon Isls (including santa Cruz Isls)_ Vanuatu (=New Hebrides)_ adjacent small islands,extant,,NA,NA,Chiroptera,Rhinolophidae,Aselliscus,tricuspidatus,,Aselliscus tricuspidatus,0.613,4.1,,153,,,,,NA,NA,Aselliscus tricuspidatus,,,
3128,Unchanged taxonomy.,Insular_extant_Molucca isls_ New Guniea_ adjacent small isls_ N australia_Mormopterus beccarii,Insular,Molucca isls_ New Guniea_ adjacent small isls_ N australia,extant,,NA,NA,Chiroptera,Molossidae,Mormopterus,beccarii,,Mormopterus beccarii,1.172,14.85,,153,,,,,NA,NA,Mormopterus beccarii,,,
3129,Unchanged taxonomy.,Insular_extant_Molucca Isls_ Sulawesi and Sangihe Isls (Indonesia)_Thoopterus nigrescens,Insular,Molucca Isls_ Sulawesi and Sangihe Isls (Indonesia),extant,,NA,NA,Chiroptera,Pteropodidae,Thoopterus,nigrescens,,Thoopterus nigrescens,1.781,60.4,,153,,,,,NA,NA,Thoopterus nigrescens,,,
3130,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus caniceps,Insular_extant_Monserrate Isls. Baja CA_Peromyscus caniceps,Insular,Monserrate Isls. Baja CA,extant,,NA,NA,Rodentia,Muridae,Peromyscus,caniceps,,Peromyscus caniceps,-999,-999,,-999,VU,,,,NA,NA,Peromyscus caniceps,,,
3131,Unchanged taxonomy.,Insular_extant_Morocco and Senegal to Thailand_ Sumatra_Rhinopoma microphyllum,Insular,Morocco and Senegal to Thailand_ Sumatra,extant,,NA,NA,Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,,Rhinopoma microphyllum,1.445,27.869,,153,,,,,NA,NA,Rhinopoma microphyllum,ainsect,t1,volant
3132,Unchanged taxonomy.,Insular_extant_Mortlock and Ponape Isls (Caroline Isls)_Pteropus molossinus,Insular,Mortlock and Ponape Isls (Caroline Isls),extant,,NA,NA,Chiroptera,Pteropodidae,Pteropus,molossinus,,Pteropus molossinus,-999,-999,,-999,,,,,NA,NA,Pteropus molossinus,,,
3133,"Species name change. Listing all species in the genus: admiralitatum, aldabrensis, alecto, anetianus, aruensis, banakrisi, brunneus, caniceps, capistratus, chrysoproctus, cognatus, conspicillatus, dasymallus, faunulus, fundatus, giganteus, gilliardorum, griseus, howensis, hypomelanus, insularis, intermedius, keyensis, leucopterus, livingstonii, lombocensis, loochoensis, lylei, macrotis, mahaganus, mariannus, melanopogon, melanotus, molossinus, neohibernicus, niger, nitendiensis, ocularis, ornatus, pelewensis, personatus, pilosus, pohlei, poliocephalus, pselaphon, pumilus, rayneri, rennelli, rodricensis, rufus, samoensis, scapulatus, seychellensis, speciosus, subniger, temminckii, tokudae, tonganus, tuberculatus, ualanus, vampyrus, vetulus, voeltzkowi, woodfordi, yapensis",Insular_extant_Mortlock Isls (C Caroline Isls)_Pteropus phaeocephalus,Insular,Mortlock Isls (C Caroline Isls),extant,,NA,NA,Chiroptera,Pteropodidae,Pteropus,phaeocephalus,,Pteropus phaeocephalus,-999,-999,,-999,,,,,NA,NA,Pteropus phaeocephalus,,,
3134,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Hipposideros caffer,Insular_extant_Most of the subsaharan Africa except the central forested region_ Morocco_ yemen_ Zanzibar and Pemba_Hipposideros caffer,Insular,Most of the subsaharan Africa except the central forested region_ Morocco_ yemen_ Zanzibar and Pemba,extant,,NA,NA,Chiroptera,Rhinolophidae,Hipposideros,caffer,,Hipposideros caffer,0.975,9.45,,153,,,,,NA,NA,Hipposideros caffer,ainsect,t1,volant
3135,Unchanged taxonomy.,Insular_extant_Mountains of C New Guinea_Syconycteris hobbit,Insular,Mountains of C New Guinea,extant,,NA,NA,Chiroptera,Pteropodidae,Syconycteris,hobbit,,Syconycteris hobbit,1.262,18.288,,153,,,,,NA,NA,Syconycteris hobbit,,,
3136,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Microtus breweri,Insular_extant_Muskeget Isl_ off Nantucket_ Mass. USA_Microtus breweri,Insular,Muskeget Isl_ off Nantucket_ Mass. USA,extant,,NA,NA,Rodentia,Muridae,Microtus,breweri,,Microtus breweri,1.732,54,restricted range,Smithsonian book of NA mammals,LR,,,,NA,NA,Microtus breweri,,,
3137,Unchanged taxonomy.,Insular_extant_N and E Australia_ SE New Guniea and adjacent small islands_Chalinolobus nigrogriseus,Insular,N and E Australia_ SE New Guniea and adjacent small islands,extant,,NA,NA,Chiroptera,Vespertilionidae,Chalinolobus,nigrogriseus,,Chalinolobus nigrogriseus,0.944,8.8,,153,,,,,NA,NA,Chalinolobus nigrogriseus,,,
3138,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Triaenops furculus,Insular_extant_N and W Madagascar_ Aldabra Isl._Triaenops furculus,Insular,N and W Madagascar_ Aldabra Isl.,extant,,NA,NA,Chiroptera,Rhinolophidae,Triaenops,furculus,,Triaenops furculus,-999,-999,,-999,,,,,NA,NA,Triaenops furculus,,,
3139,Unchanged taxonomy.,Insular_extant_N Ecuador_ Colombia_ Venezuela (Including Margarita Isl)_ N Brazil_ Guyana_ Trindad and Tobago_ Grenada_ St Vincent_ Curacao_ Bonaire and Aruba (Lesser Antilles)_Glossophaga longirostris,Insular,N Ecuador_ Colombia_ Venezuela (Including Margarita Isl)_ N Brazil_ Guyana_ Trindad and Tobago_ Grenada_ St Vincent_ Curacao_ Bonaire and Aruba (Lesser Antilles),extant,,NA,NA,Chiroptera,Phyllostomidae,Glossophaga,longirostris,,Glossophaga longirostris,1.059,11.45,,261,,,,,NA,NA,Glossophaga longirostris,Frug/ginsect,t3,volant
3140,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Asellia patrizii,Insular_extant_n Ethiopia and islands in the Red sea_Asellia patrizii,Insular,n Ethiopia and islands in the Red sea,extant,,NA,NA,Chiroptera,Rhinolophidae,Asellia,patrizii,,Asellia patrizii,-999,-999,,-999,,,,,NA,NA,Asellia patrizii,ainsect,t1,
3141,Unchanged taxonomy.,Insular_extant_N India to S China and Vietnam_ south to W Malaysia_ Borneo_Myotis siligorensis,Insular,N India to S China and Vietnam_ south to W Malaysia_ Borneo,extant,,NA,NA,Chiroptera,Vespertilionidae,Myotis,siligorensis,,Myotis siligorensis,0.389,2.45,,257,,,,,NA,NA,Myotis siligorensis,,,
3142,Unchanged taxonomy.,Insular_extant_N India to S China_ Vietnam and W Malaysia_ Sumatra_ Philippines_Rhinolophus macrotis,Insular,N India to S China_ Vietnam and W Malaysia_ Sumatra_ Philippines,extant,,NA,NA,Chiroptera,Rhinolophidae,Rhinolophus,macrotis,,Rhinolophus macrotis,0.789,6.15,,153,,,,,NA,NA,Rhinolophus macrotis,,,
3143,Unchanged taxonomy.,Insular_extant_N India_ Burma_ S China_ Thailand_ W malaysia_ Borneo_ Sumatra_ Java_ Sumba_ Timpr_ and Sulawesi (Indonesia)_ Philippines_ Andaman Isls (India)_Eonycteris spelaea,Insular,N India_ Burma_ S China_ Thailand_ W malaysia_ Borneo_ Sumatra_ Java_ Sumba_ Timpr_ and Sulawesi (Indonesia)_ Philippines_ Andaman Isls (India),extant,,NA,NA,Chiroptera,Pteropodidae,Eonycteris,spelaea,,Eonycteris spelaea,1.774,59.467,,257_ 122,,,,,NA,NA,Eonycteris spelaea,,,
3144,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Hipposideros armiger,Insular_extant_N India_ nepal_ Burma_ S China_ Vietnam_ Laos_ Thailand_ Malay Peninsula_ Taiwan_Hipposideros armiger,Insular,N India_ nepal_ Burma_ S China_ Vietnam_ Laos_ Thailand_ Malay Peninsula_ Taiwan,extant,,NA,NA,Chiroptera,Rhinolophidae,Hipposideros,armiger,,Hipposideros armiger,1.724,53,,153,,,,,NA,NA,Hipposideros armiger,,,
3145,Unchanged taxonomy.,Insular_extant_N Lesser Antilles_Myotis dominicensis,Insular,N Lesser Antilles,extant,,NA,NA,Chiroptera,Vespertilionidae,Myotis,dominicensis,,Myotis dominicensis,-999,-999,,-999,,,,,NA,NA,Myotis dominicensis,,,
3146,Unchanged taxonomy.,Insular_extant_N Northern territory_ N and E Queensland_ N and W western asutralia_ e new south wales and victoria (australia)_ new guniea_Nyctophilus gouldi,Insular,N Northern territory_ N and E Queensland_ N and W western asutralia_ e new south wales and victoria (australia)_ new guniea,extant,,NA,NA,Chiroptera,Vespertilionidae,Nyctophilus,gouldi,,Nyctophilus gouldi,1,10,,153,,,,,NA,NA,Nyctophilus gouldi,,,
3147,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Hipposideros semoni,Insular_extant_N Queensland (Australia)_ E new Guniea_Hipposideros semoni,Insular,N Queensland (Australia)_ E new Guniea,extant,,NA,NA,Chiroptera,Rhinolophidae,Hipposideros,semoni,,Hipposideros semoni,1.146,14,,153,,,,,NA,NA,Hipposideros semoni,,,
3148,Unchanged taxonomy.,Insular_extant_N Queensland (Australia)_ Torres strait Isls_ SE New Guinea_Taphozous australis,Insular,N Queensland (Australia)_ Torres strait Isls_ SE New Guinea,extant,,NA,NA,Chiroptera,Emballonuridae,Taphozous,australis,,Taphozous australis,1.36,22.9,,153_ 259,,,,,NA,NA,Taphozous australis,,,
3149,"Genus level change. Taxonomy possibilities are: CHIROPTERA Pteropodidae Rousettus bidens, CHIROPTERA Phyllostomidae Tonatia bidens, CHIROPTERA Phyllostomidae Sturnira bidens, CHIROPTERA Phyllostomidae Vampyressa bidens, CETACEA Ziphiidae Mesoplodon bidens",Insular_extant_N Sulawesi (Indonesia)_Boneia bidens,Insular,N Sulawesi (Indonesia),extant,,NA,NA,Chiroptera,Pteropodidae,Boneia,bidens,,Boneia bidens,-999,-999,,-999,,,,,NA,NA,Boneia bidens,,,
3150,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Hipposideros inexpectatus,Insular_extant_N Sulawesi (Indonesia)_Hipposideros inexpectatus,Insular,N Sulawesi (Indonesia),extant,,NA,NA,Chiroptera,Rhinolophidae,Hipposideros,inexpectatus,,Hipposideros inexpectatus,-999,-999,,-999,,,,,NA,NA,Hipposideros inexpectatus,,,
3151,Unchanged taxonomy.,Insular_extant_N Veracruz (Mexico) to Nebraska_ the great lakes and pennsylvania_ south to florida and the gulf coast (USA) cuba_Nycticeius humeralis,Insular,N Veracruz (Mexico) to Nebraska_ the great lakes and pennsylvania_ south to florida and the gulf coast (USA) cuba,extant,,NA,NA,Chiroptera,Vespertilionidae,Nycticeius,humeralis,,Nycticeius humeralis,0.954,8.989,,153,,,,,NA,NA,Nycticeius humeralis,Ainsect,t2,volant
3152,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus interparietalis,Insular_extant_N. and S. San Lorenzo Isls._ and Salsipuedes Isls. Gulf of California_Peromyscus interparietalis,Insular,N. and S. San Lorenzo Isls._ and Salsipuedes Isls. Gulf of California,extant,,NA,NA,Rodentia,Muridae,Peromyscus,interparietalis,,Peromyscus interparietalis,1.447,28,,60,EN,,,,NA,NA,Peromyscus interparietalis,,,
3153,Genus level change. Taxonomy possibilities are: CHIROPTERA Molossidae Cynomops greenhalli,Insular_extant_Nayarit (Mexico) to Ecuador and NE Brazil_ Trinidad_Molossops greenhalli,Insular,Nayarit (Mexico) to Ecuador and NE Brazil_ Trinidad,extant,,NA,NA,Chiroptera,Molossidae,Molossops,greenhalli,,Molossops greenhalli,1.175,14.967,,153,,,,,NA,NA,Molossops greenhalli,Ainsect,t2,volant
3154,Unchanged taxonomy.,Insular_extant_Nayarit and Tamaulipas (Mexico) to peru_ N Argentina and S Brail_ Trinidad and Tobago_ Grenada (Lesser Antilles)_Myotis nigricans,Insular,Nayarit and Tamaulipas (Mexico) to peru_ N Argentina and S Brail_ Trinidad and Tobago_ Grenada (Lesser Antilles),extant,,NA,NA,Chiroptera,Vespertilionidae,Myotis,nigricans,,Myotis nigricans,0.627,4.24,,153,,,,,NA,NA,Myotis nigricans,Ainsect,t3,volant
3155,Unchanged taxonomy.,Insular_extant_Ndeni Isl (Santa Cruz Isl)_Pteropus nitendiensis,Insular,Ndeni Isl (Santa Cruz Isl),extant,,NA,NA,Chiroptera,Pteropodidae,Pteropus,nitendiensis,,Pteropus nitendiensis,2.423,265,,153,,,,,NA,NA,Pteropus nitendiensis,,,
3156,Unchanged taxonomy.,Insular_extant_ne india and se china to timor (Indonesia) and new guniea_Miniopterus magnater,Insular,ne india and se china to timor (Indonesia) and new guniea,extant,,NA,NA,Chiroptera,Vespertilionidae,Miniopterus,magnater,,Miniopterus magnater,1.148,14.067,,153,,,,,NA,NA,Miniopterus magnater,,,
3157,"Species name change. Listing all species in the genus: frithii, robinsoni",Insular_extant_NE India to S China and Vietnam_ south to W Malaysia_ Taiwan and Java and Bali_Coelops frithi,Insular,NE India to S China and Vietnam_ south to W Malaysia_ Taiwan and Java and Bali,extant,,NA,NA,Chiroptera,Rhinolophidae,Coelops,frithi,,Coelops frithi,0.869,7.4,,153,,,,,NA,NA,Coelops frithi,,,
3158,Unchanged taxonomy.,Insular_extant_NE India_ Vietnam_ W Malaysia_ Sumatra_ Java_ Sulawesi_ Borneo_Kerivoula papillosa,Insular,NE India_ Vietnam_ W Malaysia_ Sumatra_ Java_ Sulawesi_ Borneo,extant,,NA,NA,Chiroptera,Vespertilionidae,Kerivoula,papillosa,,Kerivoula papillosa,0.978,9.5,,257,,,,,NA,NA,Kerivoula papillosa,,,
3159,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Hipposideros coronatus,Insular_extant_NE Mindanao (Philippines)_Hipposideros coronatus,Insular,NE Mindanao (Philippines),extant,,NA,NA,Chiroptera,Rhinolophidae,Hipposideros,coronatus,,Hipposideros coronatus,-999,-999,,-999,,,,,NA,NA,Hipposideros coronatus,,,
3160,Unchanged taxonomy.,Insular_extant_NE Venezuela_ Curacao and Bonaire (Netherlands Antilles)_Myotis nesopolus,Insular,NE Venezuela_ Curacao and Bonaire (Netherlands Antilles),extant,,NA,NA,Chiroptera,Vespertilionidae,Myotis,nesopolus,,Myotis nesopolus,0.544,3.5,,153,,,,,NA,NA,Myotis nesopolus,Ainsect,t3,volant
3161,Unchanged taxonomy.,Insular_extant_Negros Isl_Nyctimene rabori,Insular,Negros Isl,extant,,NA,NA,Chiroptera,Pteropodidae,Nyctimene,rabori,,Nyctimene rabori,1.829,67.5,,153,,,,,NA,NA,Nyctimene rabori,,,
3162,Unchanged taxonomy.,Insular_extant_Nepal_ W Malaysia_ sumatra_ java_ borneo_ philippines_ sulawesi_ new guinea_ new britain isl (Bismarck arch)_ perhaps Banka isl (Indonesia)_Philetor brachypterus,Insular,Nepal_ W Malaysia_ sumatra_ java_ borneo_ philippines_ sulawesi_ new guinea_ new britain isl (Bismarck arch)_ perhaps Banka isl (Indonesia),extant,,NA,NA,Chiroptera,Vespertilionidae,Philetor,brachypterus,,Philetor brachypterus,1.011,10.267,,257_ 122,,,,,NA,NA,Philetor brachypterus,,,
3163,"Species name change. Listing all species in the genus: admiralitatum, aldabrensis, alecto, anetianus, aruensis, banakrisi, brunneus, caniceps, capistratus, chrysoproctus, cognatus, conspicillatus, dasymallus, faunulus, fundatus, giganteus, gilliardorum, griseus, howensis, hypomelanus, insularis, intermedius, keyensis, leucopterus, livingstonii, lombocensis, loochoensis, lylei, macrotis, mahaganus, mariannus, melanopogon, melanotus, molossinus, neohibernicus, niger, nitendiensis, ocularis, ornatus, pelewensis, personatus, pilosus, pohlei, poliocephalus, pselaphon, pumilus, rayneri, rennelli, rodricensis, rufus, samoensis, scapulatus, seychellensis, speciosus, subniger, temminckii, tokudae, tonganus, tuberculatus, ualanus, vampyrus, vetulus, voeltzkowi, woodfordi, yapensis",Insular_extant_New Britain Isl (Bismarch Arc)_Pteropus gilliardi,Insular,New Britain Isl (Bismarch Arc),extant,,NA,NA,Chiroptera,Pteropodidae,Pteropus,gilliardi,,Pteropus gilliardi,2.602,400,,153,,,,,NA,NA,Pteropus gilliardi,,,
3164,"Species name change. Listing all species in the genus: chrysogaster, habbema, hussoni, neobritannicus, shawmayeri",Insular_extant_New Britain Isl._ Bismark Archipelago_Hydromys neobrittanicus,Insular,New Britain Isl._ Bismark Archipelago,extant,,NA,NA,Rodentia,Muridae,Hydromys,neobrittanicus,,Hydromys neobrittanicus,-999,-999,,-999,,,smallest know spp. Of hydromys,,NA,NA,Hydromys neobrittanicus,,,
3165,"Species name change. Listing all species in the genus: anak, boeadii, caudimaculatus, emmae, hadrourus, imperator, neobritannicus, porculus, rex, siebersi",Insular_extant_New Britain_Uromys neobritanicus,Insular,New Britain,extant,,NA,NA,Rodentia,Muridae,Uromys,neobritanicus,,Uromys neobritanicus,2.787,612.5,,110,secure,,,,NA,NA,Uromys neobritanicus,,,
3166,Unchanged taxonomy.,Insular_extant_New Caledonia_Pteropus vetulus,Insular,New Caledonia,extant,,NA,NA,Chiroptera,Pteropodidae,Pteropus,vetulus,,Pteropus vetulus,2.17,148,,153,,,,,NA,NA,Pteropus vetulus,,,
3167,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Hipposideros calcaratus,Insular_extant_New Guiinea_ Bismarck Arch_ solomon Isls_ adjacent small islands_Hipposideros calcaratus,Insular,New Guiinea_ Bismarck Arch_ solomon Isls_ adjacent small islands,extant,,NA,NA,Chiroptera,Rhinolophidae,Hipposideros,calcaratus,,Hipposideros calcaratus,1.055,11.35,,153,,,,,NA,NA,Hipposideros calcaratus,,,
3168,Unchanged taxonomy.,Insular_extant_New Guinea_ Aru Isls (Indonesia)_Pteropus macrotis,Insular,New Guinea_ Aru Isls (Indonesia),extant,,NA,NA,Chiroptera,Pteropodidae,Pteropus,macrotis,,Pteropus macrotis,2.553,357,,153,,,,,NA,NA,Pteropus macrotis,,,
3169,Genus and species name match. Likely taxonomy is CHIROPTERA Hipposideridae Hipposideros maggietaylorae,Insular_extant_New Guinea_ Bismarck Arch_Hipposideros maggietaylorae,Insular,New Guinea_ Bismarck Arch,extant,,NA,NA,Chiroptera,Rhinolophidae,Hipposideros,maggietaylorae,,Hipposideros maggietaylorae,1.267,18.5,,153,,,,,NA,NA,Hipposideros maggietaylorae,,,
3170,Unchanged taxonomy.,Insular_extant_New Guinea_ Bismarck Arch_Thylogale brunii,Insular,New Guinea_ Bismarck Arch,extant,,NA,NA,Diprotodontia,Macropodidae,Thylogale,brunii,,Thylogale brunii,3.559,3620,hunting_ habitat loss,151_ 60,VU,males: head-body 590 (580-600)_ tail 456.7 (400-570)_ hindfoot 130 (115-143)_ ear 65 (60-70)_ females: 495 (458-528)_ tail 329 (315-345)_ hindfoot 124 (115-131)_ ear 61 (60-62),,,NA,NA,Thylogale brunii,,,
3171,Unchanged taxonomy.,Insular_extant_New Guinea_ Bismarck Arch._Emballonura furax,Insular,New Guinea_ Bismarck Arch.,extant,,NA,NA,Chiroptera,Emballonuridae,Emballonura,furax,,Emballonura furax,1.047,11.15,,259,,,,,NA,NA,Emballonura furax,,,
3172,"Species name change. Listing all species in the genus: aello, albiventer, cephalotes, certans, cyclotis, draconilla, keasti, major, malaitensis, masalai, minutus, rabori, robinsoni, sanctacrucis, vizcaccia",Insular_extant_New Guinea_ Irian Jaya_ Geelvink Bay_ Legarar River_Nyctimene celaeno,Insular,New Guinea_ Irian Jaya_ Geelvink Bay_ Legarar River,extant,,NA,NA,Chiroptera,Pteropodidae,Nyctimene,celaeno,,Nyctimene celaeno,-999,-999,,-999,,,,,NA,NA,Nyctimene celaeno,,,
3173,Unchanged taxonomy.,Insular_extant_New Guinea_ Kei Isls_ Trobriand isls_Emballonura beccarii,Insular,New Guinea_ Kei Isls_ Trobriand isls,extant,,NA,NA,Chiroptera,Emballonuridae,Emballonura,beccarii,,Emballonura beccarii,0.623,4.2,,153,,,,,NA,NA,Emballonura beccarii,,,
